Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
903827,7.296457627460794,0.0811978997951624,3.747240717825576,202.4743880197134,2.5297155479209696e-24,1.3171427368052349,Colorless,1.0845511477367356,1.0649842612828615,0.5238225935549222,1.345499706194683,135.67095501818648,361.817901036296,3.4420622048427907,6.379136099892663e-07,122.81944354160746,River,35.81100894798709,67.45838319578851,July,8.0,3.0,0
586009,5.328484802447981,1.415936615615185,2.8143946650890648,224.31859837894208,8.48238854787441e-92,2.353885106094009,Faint Yellow,0.8561017330677286,2.0798587685889385,1.1775706908678354,3.274001826040202,154.77802486156165,502.5434138561759,4.502990416727791,0.0002707874507544,259.86200965512546,Stream,17.67284211614031,86.95645634197061,February,24.0,22.0,0
902713,7.972367065607805,0.0014001075898032,9.358267428391628,237.49774466019664,9.191137732338627e-106,0.3887243075987485,Colorless,0.1459235913817884,0.2358526364054293,0.0070144587454192,0.7146538453506843,227.90137242054857,275.85449847985194,3.2946928941369737,2.2044353607007011e-16,415.7462801891852,Ground,35.30573465566479,62.85323135371199,January,7.0,16.0,0
572060,6.788278569958423,2.751845635601641e-06,4.438372807537159,153.0920734753528,4.1149532498821593e-16,0.9379449424989864,Faint Yellow,0.6132314642550036,1.3947652581027052,0.9315204960134406,1.3495401777113365,222.2217465666935,414.9771926657288,2.635337845368358,0.0009271638772418,394.13500537850007,Well,15.802019914454233,76.61252050200702,November,8.0,21.0,0
89740,6.683524587205673,0.0001568437560847,6.761173471966381,188.7874183831817,8.564260447167721e-27,1.7461116757757416,Near Colorless,0.2963725534708313,0.6022927330183399,0.026460787195844,0.6049022945444806,247.8858658897508,450.1385807240797,3.161954930059783,7.251802739631537e-09,489.72665225137376,Ground,15.539166049370868,81.47854538238238,January,8.0,22.0,0
610644,7.413060541217283,0.0031959317402537,6.128154472462118,151.25456763273198,2.577263639688743e-129,1.842368342341273,Faint Yellow,0.0706304203417486,0.5199348391655975,0.2337135887956745,1.401802531870427,211.2189232618186,168.8655152697952,2.240981544050806,0.0031807813094958,403.8428422312002,Spring,30.97198873747672,75.20573744440078,August,10.0,2.0,0
97402,7.340823470779692,4.91286208040001e-13,4.577684163948836,322.8079370608317,7.1726807579541085e-62,1.8761027069448848,Faint Yellow,0.9966869105919804,0.7914724101305526,2.7189789140857488,1.178869402878561,259.64666343885176,101.8404944903822,4.051665058860395,6.681242909243756e-13,514.2949015578938,Reservoir,16.9208599276938,89.50196564484483,December,16.0,1.0,0
183081,8.034368231685562,0.02163601862306,4.020857299897029,87.87245185667614,6.413351080278286e-23,5.024388052655486,Colorless,0.1450739522046381,1.7127796857888062,0.0164050326261587,0.7768452036408732,62.01433497885864,,2.9757668830602557,5.012334316804758e-07,135.22352172231814,Stream,8.30221651017494,12.339128340940915,September,11.0,2.0,0
707287,6.724306190954238,0.7611494092901395,12.69317701175818,103.40481143924757,8.221536738053431e-162,0.3144182012484775,Near Colorless,0.4710643703055633,0.5301580653829271,0.3244449709769919,3.645158195245705,254.38962134065372,132.39153362457276,3.758412357878708,0.0019161745837206,507.910921052916,Aquifer,21.325436860982972,99.30310737095364,September,24.0,20.0,1
806432,7.840142310791062,5.187399178402226e-09,6.888102024698971,163.61888384607136,3.921537732525128e-12,2.0179108061687607,Colorless,0.4504436043520031,1.2894263278026,0.3111774557620895,0.5338639877888136,170.09117772290074,440.10767467214725,3.1824532156861887,0.0029661502887598,94.2246049710182,Stream,21.75303493480725,68.49194457023367,February,3.0,7.0,0
676267,8.039331626967616,0.8716877936231876,2.319905707149041,168.02396085749794,7.237613031473587e-307,6.512915041798085,Near Colorless,1.263712050659609,0.8063853926527175,0.0827934990092484,3.3177060282620627,144.44328002335115,397.66888888824747,3.097035622834428,2.0692627323191563e-05,123.83994200893216,Stream,21.66035666663193,70.74242292523522,August,6.0,3.0,1
561272,7.619910565860444,0.0044634680683868,2.554286411111803,129.71095992204403,8.835243334575118e-206,0.768153888929335,Faint Yellow,0.3275538588527243,0.0381799977425158,0.8236639712747159,2.660363474342778,188.0445212465288,359.3763741556661,3.79132114109047,0.0017331293866049,143.7159185961912,Reservoir,16.914318031732154,62.4747937757033,September,7.0,2.0,0
279616,7.822976325783147,0.1927974565927063,8.40896413226952,254.9971876092226,2.793413138719126e-45,0.593248741942195,Light Yellow,0.0018131714716744,,1.8162685912223824,0.0776587577611693,131.07801119162113,518.0064471251453,2.8976274967721096,0.1216394194687913,98.64335003979453,Aquifer,18.881359847964045,61.11119570283972,March,11.0,6.0,1
969884,7.258975056647566,0.0038516955918161,3.923791447985075,238.27296974300077,7.000906786556939e-59,1.120733842322364,Colorless,0.2820513384848378,1.14308797547797,0.0562534180057851,0.8712867691616123,,230.5202874410154,,5.770215521382111e-05,435.73068423912594,Ground,29.258460267017224,64.11142488136025,May,20.0,23.0,0
90065,7.506022684944836,1.1347025619368031e-08,8.161462997319283,239.84913294842957,7.781092861194423e-11,1.1044473861628792,Near Colorless,0.3708701454580733,0.8116402278312826,0.8322579555225872,1.1053708266047595,201.81349886894307,253.8572986911873,3.0170682200576264,0.0001056555413868,372.4605843773886,Well,30.04114777897688,54.26752838666752,January,16.0,4.0,0
232766,,0.0076264179015463,1.2647841176639814,198.76984982193224,5.573096983846802e-28,1.395858146312877,Light Yellow,9.638884884083565e-05,0.934553560402671,0.8787024391482987,0.2100097982391098,180.38271314142256,216.4550236595641,3.744122373287821,5.055707419185047e-12,470.6320940045089,Well,19.731164174278277,78.49008834513954,October,,8.0,0
63047,8.419627141146613,0.200031120773566,5.820731306079341,108.621412807201,1.3556793993277792e-148,0.3835806052107634,Near Colorless,1.0192967204050731,,0.325183709382783,4.013139780684262,83.98436295926045,606.4268599140909,3.975243366535828,0.0117833873521688,424.2888880202458,Well,9.943512631105838,60.80186414377412,August,21.0,19.0,0
1014271,6.679147049205952,1.0137783554499665e-05,9.532746936998434,113.99586575593828,2.4612659885709273e-84,1.0857025444908834,Colorless,0.2094811077107931,0.5393449712383391,0.8011564570741426,2.786923723923299,,640.5917272065324,2.4005442547672806,0.0061975836863733,279.06717223087554,Aquifer,23.88330219817258,80.60276285074002,August,3.0,1.0,0
872999,6.972379670330291,2.614337040767533e-09,5.790420265396043,165.82087582124973,1.914988226659195e-248,0.2540462644252426,Near Colorless,0.1432088560446618,1.3232243298362378,0.5985324620052903,0.1264368983154599,166.97961315326015,306.75365930408253,2.971100926240256,0.0001775064398567,456.0070270240374,Reservoir,15.843998253012334,79.77972994773262,May,5.0,22.0,0
227335,7.026349025790838,0.0544403816069964,3.3688074468809512,214.0349915402008,2.0824165326085748e-79,1.5166677866672005,Colorless,0.1586216257576019,0.9062615753290192,0.1099490936524288,0.7264996465257533,162.93271845770963,577.022568373478,3.966005417276403,8.341050595384563e-11,260.8796022503919,Reservoir,16.2431201593193,86.6437996064768,November,10.0,21.0,0
707275,7.137558981090832,0.000287105885051,6.4719139487571145,256.12130414386945,4.0535207659983694e-261,2.155155868757439,Faint Yellow,0.4028771807323425,1.4345654058321318,0.0361631031696625,2.855586074135936,,199.1641485466301,2.5496238303770937,0.0015069158987163,125.82358954399638,Ground,9.593835962089983,18.31781346889862,December,28.0,21.0,1
401011,6.9074971901119016,9.920206117451505e-06,1.209770398246785,231.35206611339547,1.5417147690941482e-218,2.0841764171129875,Near Colorless,0.3520992881090191,,0.3844645152516082,2.997029540140597,152.44255478317962,524.4430095144232,2.4118019001433915,0.0012612271582474,282.89533743030256,Ground,27.691054271329392,85.03412990641453,April,,1.0,0
839146,6.524590472021986,0.2815299083570955,3.090606787300655,151.87464324112233,3.450490061012786e-219,4.833428170745524,Colorless,0.9189050617917306,0.6442102568943817,0.3200284292535147,2.617453327253909,118.35785790784972,357.96841111260244,3.5668495447657023,3.1045160953784905e-05,101.00087497350044,Spring,10.212640334685968,30.295992884206957,November,30.0,6.0,0
273521,5.496417102238443,4.544411731916046,7.25524414093447,86.07818435744116,1.3607857083752823e-14,1.2489006955546291,Light Yellow,0.2331116512270915,0.0642664583177423,0.0621087235916902,2.593918866903879,209.4644931428092,531.093190992402,3.5251564149547647,0.3771156010714941,473.3892240993593,River,16.263465338112344,74.79360902251184,January,14.0,5.0,1
307847,6.1117122821954855,0.0024047686758034,9.1763551860125,312.6010807389207,2.23673899723e-313,0.8660515822151466,Near Colorless,0.1429648368443423,0.9510589640869078,1.1339657352057064,1.0141105915138424,202.09507317353223,565.8091084741512,2.7326224183739263,9.758586649848282e-06,41.05820070494057,Spring,25.769274281579897,25.024993192419032,April,27.0,19.0,1
288585,6.2792929181912935,0.3900265512252417,3.697101886942788,139.81059222841594,4.079865992617475e-145,0.5655825830737895,Faint Yellow,0.0923377014662937,2.76228213431661,2.1253478951956044,0.4898559351461396,243.3334290409723,240.275906715058,2.585728520953376,1.2906650039452925,487.7293311874844,River,24.34138428935907,54.18737149459977,November,29.0,19.0,1
692049,,7.117924690523292e-05,7.542796044292588,170.01096149290046,3.1066169121311587e-152,0.574944756763351,Near Colorless,1.1475757174399597,0.8499854956391318,0.0761521696980981,3.9444669795170335,157.85023538208512,311.0413998253386,3.5377914655145246,0.0063562253536118,42.07308719289709,Reservoir,4.484809397083939,52.49545844535102,May,22.0,1.0,1
706117,8.953742996800909,0.2644436087822875,4.446145153628219,230.6643356550896,1.6821556870289698e-132,3.4055887463153662,Colorless,0.9882699030905996,1.1750735053785273,0.2017360845372091,2.9887697908042976,113.92110454168966,287.1417256934182,2.846899276082856,0.0016894685815775,102.04933161274523,Stream,23.780423410801923,57.23466862561465,December,6.0,10.0,1
390427,8.361709695110443,1.3111214997489427e-06,5.991361520453965,109.20735547395203,7.150356672963837e-79,0.5410561032332668,Colorless,0.0130094163872152,0.2381715680077095,0.9416285985784988,1.2735658373272984,116.68269918104954,,3.3877909060937137,4.736824787415619e-12,485.3802799229347,Stream,12.99596045794308,57.9711505631677,March,6.0,9.0,0
191490,7.989886885953815,0.5919420378653188,2.831695248828427,446.5911609292363,6.498346137086984e-17,0.1801351363551013,Colorless,1.2546053408006377,0.4770972148521162,0.5522945730108407,1.2196489233082903,130.9627422110268,312.86026239956726,3.2623891556468685,0.7349825511030986,2.61073855284015,River,22.94924660913105,61.15999726461726,April,16.0,15.0,0
493880,7.06924493973102,0.0211415788569664,3.096680975716529,,4.260272378346451e-88,3.002147387499849,Light Yellow,0.3686697257238971,1.4551048725277835,0.5527035106054611,1.0533804775725977,,308.5201845009032,2.957638822241487,8.88385474040919e-10,168.36011870893824,Reservoir,10.131509440321915,68.37796450455902,December,12.0,6.0,0
446568,7.657367083610337,,6.886219941585534,140.69165457642222,1.2644432908254911e-104,0.0111339460022843,Near Colorless,0.0518522059606738,0.2400160783191756,0.0013195299485744,0.7462854612932511,248.09312176929365,187.45419369396865,3.481025829091348,0.0001774468982657,123.96447289142748,Stream,37.9140743590293,50.207117249288856,July,1.0,18.0,0
438428,7.576732106730443,0.1046616631170889,7.897125031853663,180.13171383439644,1.7809065237205553e-163,1.8282460737380557,Light Yellow,0.1512811343456397,0.7817740811164958,0.6870371586120314,1.2788451975656323,212.60701633083588,662.985100192774,1.8417882773419616,3.456365901559904e-07,123.15343476890536,Stream,13.954065022754197,81.9380958506348,April,,8.0,0
647821,7.907049385962205,0.093420040272574,4.898856735075969,184.67294670063387,3.4758960472842234e-92,0.1915038241236078,Colorless,6.358440326266166e-05,0.7809320470223464,0.3951523532988047,2.8143298300016246,90.37513458653444,571.6854530324576,3.4386743355353158,0.0008002408370068,174.7134503032576,Spring,23.52230003472304,54.348721796549775,November,2.0,1.0,0
375476,6.915052252168776,0.0004822055990702,14.863527698616402,193.5397688817669,6.228859187319031e-62,0.7871214333061672,Light Yellow,1.3821975109015407,0.8165717153447691,2.1298727516520657,1.172499376745172,,218.34765396021916,4.181875392492487,3.027776952803209,422.96897393586016,River,17.908303318697065,100.21368831798516,May,7.0,13.0,1
165372,6.900018043415877,0.000291907917224,6.52713157448045,188.455424203344,6.78536265496984e-27,3.1362544908296117,Colorless,0.4284067374153923,0.8211137094270013,0.3813972279994604,1.4320373433369238,122.3388293324512,395.1789745659267,3.583391236082848,5.22690309029066e-05,325.1388227972656,Aquifer,8.57823452563238,64.19401363383358,July,13.0,14.0,0
132472,4.333337050355237,1.5106521256500209e-05,32.67044699312906,121.50779424335622,2.730565514667929e-47,0.2093396469086274,Near Colorless,0.0408480086387199,2.5505878270667006,0.1778801823794769,3.275183502527879,79.29230007175637,383.0510618831337,3.040724498387712,0.5334942051300008,523.3899192303455,River,40.01588588528079,67.75102905587703,January,8.0,13.0,0
799608,7.319511473344494,0.2974591220978607,9.508907097813209,189.9944111524611,3.918876793376857e-50,0.8016100886122157,Near Colorless,0.0672124350063477,1.33012747226231,0.5658369983697162,2.619439719835428,216.69783252861757,399.3939052390752,3.3253590773294373,1.5082172472396576e-06,205.7692896168053,Stream,7.412468627552517,82.50165696791427,January,10.0,15.0,0
518020,6.60557647603412,4.39057416484338e-06,3.61305164719572,103.18198056857368,2.2153093674928075e-07,,Colorless,0.0289604736460967,1.630432206409472,0.1463659802881613,2.051238076710597,103.2877027139047,745.409350161126,4.055492816289871,0.0469205137195746,291.3471524023231,Spring,22.730691713131545,65.63603773293649,June,18.0,,0
21490,,1.9703718881627608e-09,5.263345242133693,109.54940027385813,2.8151269986550707e-56,0.3167608886707989,Faint Yellow,0.146154214655785,0.8858103741594414,0.7736880183065256,2.77031390243852,154.99520812300003,259.7517540202033,2.82537595755498,3.7838126979275566e-14,354.0351641491484,,7.621775671851626,24.845380508251942,March,19.0,6.0,0
879549,,0.1993906737887081,8.785284514046309,137.25042333631302,1.1664259794304027e-40,0.3223699291005534,Colorless,0.3725428663539334,1.087115765390268,0.6887742850432155,1.01093519970841,70.20252025788845,344.2454298040876,3.475469941582963,4.087494200117657e-06,292.0611364788758,Aquifer,7.249750164785707,71.01123577943393,January,,20.0,0
474933,6.5463175024220535,0.0279032146910689,3.573010769933328,129.25358267833525,2.9994036597794197e-71,3.506823263384826,Faint Yellow,0.9191971709112994,0.2434782235233167,0.3307758356694201,2.2588055373754816,91.1131013934304,325.82707397768587,3.422992162212922,2.613109216277161e-05,462.1452471330326,Well,17.09129555283063,75.50236105218582,May,20.0,23.0,0
2894,6.785213366763256,0.0035345336376169,6.706496348747174,170.16217926510362,4.012707500685282e-70,0.1540132487641565,Colorless,0.1067801783246578,0.4055504985389108,0.5670984173436856,1.035877389083077,125.19267134932286,206.857251895018,2.0334599675915266,0.0130769081910699,461.1646820341832,Aquifer,24.27955759642458,81.36721733801386,January,31.0,16.0,0
628406,6.908171340141564,4.081170809950486e-06,5.3658683676970735,143.6865377374112,4.068134248130603e-132,0.1987093098664542,Faint Yellow,0.0143181468797601,0.9155424660337048,0.0116177538799898,0.8412536226439333,241.53316285384705,297.12727892167226,3.2351020096818117,0.0018684827690381,291.7436778163622,Lake,43.20001866222878,64.93198292377271,September,25.0,6.0,0
961836,7.815870343144491,8.919188018850237e-05,5.148169163777983,229.26535509276812,1.025664356552764e-40,2.384031304680524,Colorless,0.3682173001485664,0.1075689559935926,0.1733280970316077,2.2853348018404867,80.92888256055285,220.77590014026688,4.197857412244159,0.0006915288369563,472.9519546468672,Ground,19.607110350114745,81.81409086699878,November,5.0,22.0,0
130229,7.248845125015633,0.0298454178806586,3.093563949989429,218.03710146430305,9.076349672365518e-44,0.0583981398361532,Colorless,0.7484793921642221,0.5366523851427498,0.5412093273781203,2.9132116805621697,100.18252711780048,238.7404697575845,3.561683075512865,4.115437335983229e-09,108.70551717740788,Well,13.91525864716764,35.31030614931234,March,12.0,15.0,0
130788,7.77724718062043,2.0994889797488255e-11,9.418484033381583,198.30846207543868,2.0396021041222537e-186,0.5549542997924818,Near Colorless,0.0035307896451733,0.5916459796449268,0.8108600861970016,1.4764441834684154,,736.1237149097177,3.84454683510443,1.4877793816767232e-10,186.70993976933505,Stream,18.95086233756571,36.93707475729677,October,31.0,12.0,0
637708,7.384135225561487,0.0218543449574944,2.923492082161135,143.1305144090226,6.566880149601281e-70,2.3441139371289186,Faint Yellow,0.0234441601025574,0.2477587578380315,0.3696304822999995,0.4875384494734031,128.01189334544392,729.3104772066953,3.027481221779879,2.8914967211115577e-06,368.176454283972,Aquifer,15.104729478184868,53.80674935457606,,3.0,14.0,0
366670,6.02370202387718,0.5749725443653955,8.057014743731177,209.10076029793257,5.202373245196971e-33,5.078775965311688,Colorless,7.460427927307518,0.2559052105932702,1.5914271705089034,2.532866948309394,100.71308079043074,474.1538305810225,2.3563913763998885,0.8083268903486166,250.38023917700892,Reservoir,29.20863293322552,55.75056279089816,May,27.0,8.0,1
